cell_id,lat,lon,elevation,slope,aspect,curvature,flow_accumulation,historical_landslide,landslide_id,landslide_year,training_event,control_for_event
cell_1034_1037,30.53791128619511,79.70702820630959,4034,31.691162,68.72839,-0.008494288,10.1036385353053,0,,,LS_007,LS_007
cell_1105_94,30.516605959536143,79.4276147562354,2988,42.783306,196.54298,-0.001484614,2.7539312956192314,0,,,LS_004,LS_004
cell_1046_67,30.5316565224627,79.41936312382161,3115,22.989859,152.90445,-0.004574273,929.4017297207432,1,LS_008,2017.0,LS_008,LS_008
cell_1069_1054,30.52897434295924,79.71218960312885,3632,42.77236,125.7274,0.00028003176,5.645194091900698,0,,,LS_007,LS_007
cell_1146_294,30.506781663178373,79.48708587460044,1328,46.21275,308.84814,0.008671255,2.853572704676444,0,,,LS_002,LS_002
cell_1074_79,30.52451104251437,79.42303821255122,3176,35.712425,275.2578,-0.005214945,8.45876705828976,0,,,LS_008,LS_008
cell_1033_1067,30.53825609170487,79.71592393235125,3498,23.005304,39.12261,-0.007203195,13.824949700953754,0,,,LS_007,LS_007
cell_1140_266,30.50822547787473,79.47875952758413,1837,51.34774,83.74871,-0.002840941,5.65380413852148,0,,,LS_002,LS_002
cell_1161_220,30.502673947923963,79.46520449613341,2059,28.584944,110.772255,0.008747134,2.283664784951427,1,LS_003,2014.0,LS_003,LS_003
cell_478_157,30.67780379146776,79.44372536123112,3411,58.991116,95.60524,-0.00641637,23.513520904549896,0,,,LS_006,LS_006
cell_1052_74,30.53014128235085,79.42146409446627,3160,44.458916,249.29388,-0.01791234,13.966368378936291,0,,,LS_008,LS_008
cell_1131_239,30.51044246077781,79.47071742048361,2436,21.92827,96.892426,-0.0012414096,17.660619930736242,0,,,LS_003,LS_003
cell_1135_260,30.50948841596813,79.47696041504258,2012,47.0571,117.507675,-0.011304989,19.725747790201098,0,,,LS_002,LS_002
cell_1157_233,30.503746254827607,79.469042887326,2122,73.40795,178.80026,-0.0077371253,8.946876352281414,0,,,LS_003,LS_003
cell_506_157,30.670615261831024,79.44384062658737,3495,43.521046,357.3493,0.0040456164,3.169360097932069,0,,,LS_006,LS_006
cell_1048_48,30.5310745491643,79.41373646439119,3393,40.666763,60.94539,0.0011056742,2.7726231381090423,0,,,LS_008,LS_008
cell_1119_113,30.513079497166263,79.43330658857103,3105,15.419703,322.76517,-0.0009309486,6.623035747075864,0,,,LS_004,LS_004
cell_1045_50,30.53185197694436,79.41431710634853,3331,48.300602,107.30052,6.0352824e-07,5.105013748583656,0,,,LS_008,LS_008
cell_1069_1049,30.52895967373829,79.71070655560212,3694,36.47741,133.55588,-0.010167315,13.359054883996714,0,,,LS_007,LS_007
cell_1012_1068,30.54365116136517,79.71614962800209,3477,36.907463,359.66495,-0.00442752,6.583190875987594,0,,,LS_007,LS_007
cell_1049_1021,30.534012570468963,79.7023332440198,4366,27.764116,115.70995,0.008888435,1.3247301145421484,0,,,LS_007,LS_007
cell_1072_656,30.52698361981444,79.59415362331049,2300,24.916952,15.350135,-0.0009064882,4.446876558028568,0,,,LS_001,LS_001
cell_1063_1044,30.530485599087346,79.7092031389121,3907,26.627708,93.01279,0.017576395,1.1618583454674098,0,,,LS_007,LS_007
cell_1031_654,30.53750422212132,79.59340875546212,1838,37.72089,15.140981,-0.0040981304,225.7303550162926,0,,,LS_001,LS_001
cell_1142_226,30.507572996867783,79.46690695078102,2471,24.003149,157.98872,0.015997238,1.0371193963537628,0,,,LS_003,LS_003
cell_915_579,30.567045411010493,79.57072592075181,1947,62.232574,173.8939,0.0025400044,4.817603124179676,0,,,LS_005,LS_005
cell_508_145,30.67005905381028,79.44028479983523,3477,27.500664,99.22392,-0.0026448355,199.77786164808785,1,LS_006,2017.0,LS_006,LS_006
cell_1000_1052,30.54668550266145,79.7113624616938,3815,38.225033,116.13641,0.009197429,1.3156216020472662,0,,,LS_007,LS_007
cell_1056_1058,30.532324062614205,79.71333204629737,3678,30.492674,71.29479,-0.008561945,9.943875361830065,0,,,LS_007,LS_007
cell_541_130,30.66153331501369,79.43596622838508,3932,30.498243,300.96375,0.012373069,4.381288503345785,0,,,LS_006,LS_006
cell_1092_289,30.52062864973168,79.48538834380139,1855,40.611153,127.92646,-0.008594958,21.572640280459044,0,,,LS_002,LS_002
cell_1159_221,30.50319092445858,79.46549293107803,2062,26.193964,187.69604,-0.0009904925,1355.1319892285123,1,LS_003,2014.0,LS_003,LS_003
cell_1045_1085,30.53522738833851,79.72130379885294,3161,29.792452,73.511246,-0.010367582,517.0192531738389,0,,,LS_007,LS_007
cell_1011_1057,30.543875720443832,79.712883041908,3618,24.37371,78.254364,0.018016199,1.3982142698250637,0,,,LS_007,LS_007
cell_1040_56,30.53315730482729,79.41607575295643,3362,38.63867,169.55438,0.005443721,3.433120138513604,0,,,LS_008,LS_008
cell_927_553,30.563879460780367,79.56305694871276,1411,36.664772,18.221165,-0.001546807,50.765073958272296,0,,,LS_005,LS_005
cell_1016_60,30.539333375037724,79.41716215298575,3367,16.685787,349.01935,-0.0038404826,7.519109459066053,0,,,LS_008,LS_008
cell_507_143,30.67030865362153,79.43968666405519,3530,41.026627,116.69438,0.0031296678,11.331665068594466,1,LS_006,2017.0,LS_006,LS_006
cell_477_131,30.677967765675763,79.43599849430736,3917,46.19041,93.139656,-0.008739106,33.65906470893498,0,,,LS_006,LS_006
cell_1145_213,30.506757365476272,79.46306439882976,2357,22.274035,184.30447,-0.0029567408,25.0495697239404,0,,,LS_003,LS_003
cell_1038_1055,30.536937106715627,79.71238121543293,3715,31.89211,107.66764,-0.0026303227,8.632790060926524,1,LS_007,2017.0,LS_007,LS_007
cell_1018_1063,30.542095919251583,79.71468664984116,3611,13.989869,49.289154,0.012515891,1.0006276670688532,0,,,LS_007,LS_007
cell_959_586,30.5557710771056,79.57296824205245,1805,20.940548,31.865984,-0.0036477318,93.25086539555068,0,,,LS_005,LS_005
cell_1047_77,30.53143574265545,79.42233307292014,3207,30.592705,318.6139,-0.0066901296,12.626529061109975,0,,,LS_008,LS_008
cell_515_161,30.668318885621733,79.44506566655248,3719,50.745,336.7474,-0.012989424,19.67281495847348,0,,,LS_006,LS_006
cell_1037_81,30.53401746910095,79.42347792243817,3298,30.418652,231.07245,2.319066e-05,1.1921518299831677,0,,,LS_008,LS_008
cell_1031_610,30.537362620969464,79.58035747697281,2305,17.138271,54.272594,0.012350478,42.43717235407888,0,,,LS_001,LS_001
cell_1150_190,30.50539305016796,79.45626495870476,2406,38.95679,91.867676,-0.00019758708,14.922502401066687,0,,,LS_003,LS_003
cell_521_129,30.66666439189222,79.43558652005255,3755,49.429676,105.70864,-0.00016881018,10.45116939158078,0,,,LS_006,LS_006
cell_490_146,30.674683811117884,79.44050755651584,3577,41.05046,98.702225,-0.013452927,107.98968310706054,0,,,LS_006,LS_006
cell_509_146,30.66980588633773,79.44058592879101,3473,18.588627,40.763603,-0.0028770275,4199.607284988665,1,LS_006,2017.0,LS_006,LS_006
cell_1095_97,30.519184067367235,79.42846304882619,3032,41.97444,54.137154,0.0031179423,2.1234148522453484,0,,,LS_004,LS_004
cell_519_127,30.667170702901885,79.43498425580245,3813,37.69226,98.49856,0.008173881,4.547895911820994,0,,,LS_006,LS_006
cell_1031_1073,30.538787164445623,79.71769701482874,3386,19.983908,52.85331,-0.004943359,70.95282491323283,0,,,LS_007,LS_007
cell_1167_199,30.501060022948508,79.45900233731466,2428,15.17915,330.9454,0.0014124515,2.161014161854054,0,,,LS_003,LS_003
cell_1047_1054,30.53462325632613,79.71211507605132,3671,41.53489,112.75098,0.006336813,7.490262260500866,0,,,LS_007,LS_007
cell_1047_72,30.53141777307919,79.42085017646869,3156,28.211664,272.81555,-0.00048237678,28.873688592307005,0,,,LS_008,LS_008
cell_1057_1058,30.53206729372105,79.71333543083824,3687,32.947144,57.17145,-0.0028545964,4.757354651977335,0,,,LS_007,LS_007
cell_518_146,30.66749528904666,79.44062304582546,3641,35.671837,305.5377,-0.0037968236,14.506861206086477,0,,,LS_006,LS_006
cell_1050_1028,30.53377647123701,79.70441301969014,4195,32.87132,99.78241,9.358551e-05,12.908150925617434,0,,,LS_007,LS_007
cell_1081_76,30.52270311439152,79.42217757935356,3123,40.152763,255.52971,0.025915347,1.063048272074797,0,,,LS_008,LS_008
cell_1129_225,30.510907160456803,79.46655805039967,2599,35.58626,121.446236,0.00300836,4.968966054956804,0,,,LS_003,LS_003
cell_1059_1065,30.53157424765244,79.71541852394938,3554,47.688248,91.83284,-0.019408988,23.284717179987982,0,,,LS_007,LS_007
cell_497_136,30.67285099179821,79.43756630303417,3830,45.38382,116.787125,0.008484109,32.48722047287571,0,,,LS_006,LS_006
cell_1034_1033,30.537899502069024,79.70584166200287,4092,39.820137,11.546689,0.008419362,3.838444859990405,0,,,LS_007,LS_007
cell_508_159,30.670108909159783,79.4444428687159,3542,45.110096,15.7388,0.0013381336,4.958358178166573,0,,,LS_006,LS_006
cell_1142_238,30.507614808034308,79.4704651136948,2417,15.345014,140.19443,-0.0020946963,9.891814238139697,0,,,LS_003,LS_003
cell_1134_210,30.50957103341132,79.46213041454911,2546,34.994377,197.52557,0.0013950886,12.49760172542227,0,,,LS_003,LS_003
cell_1079_60,30.52315903337085,79.41742441772213,2932,40.89595,145.74585,0.016363341,1.4495141727751275,0,,,LS_008,LS_008
cell_1138_268,30.50874588743148,79.47934456921175,1770,42.91586,65.73524,-0.0037009197,43.10183984928144,0,,,LS_002,LS_002
cell_1147_233,30.50631368421601,79.469002660341,2437,29.170311,182.25458,0.0024397345,1.6538223321501415,0,,,LS_003,LS_003
cell_1082_85,30.52247867514331,79.42485069907164,3276,41.221992,226.62498,-0.007584372,1.4399706474601286,0,,,LS_004,LS_004
cell_518_152,30.667516665665623,79.4424050273112,3749,55.893154,325.1755,0.0073148557,4.043051326700695,0,,,LS_006,LS_006
cell_1059_1080,30.531618047161,79.71986779717098,3344,36.052395,81.674355,-0.00093449326,18.9747318627858,0,,,LS_007,LS_007
cell_1058_1043,30.531766502096204,79.7088895447679,3871,32.051376,55.86406,-0.006648705,9.283881749152178,0,,,LS_007,LS_007
cell_1124_271,30.512350681650947,79.48017820628638,1892,29.230583,53.93957,-0.0022833468,7.9843930518099,0,,,LS_002,LS_002
cell_499_154,30.67240171788188,79.44292077762884,3340,37.333576,75.32361,-0.014573141,2364.362934495857,0,,,LS_006,LS_006
cell_475_139,30.678509820480624,79.43836645792165,3744,24.678432,54.334995,0.0055484097,1.083520464668198,0,,,LS_006,LS_006
cell_919_582,30.566028171735457,79.57163109427937,1814,49.12601,211.63603,-0.007999812,5.37500092268571,0,,,LS_005,LS_005
cell_898_551,30.571318698707103,79.5623537369558,1960,46.877888,195.75117,-0.0019744206,7.113214468291874,0,,,LS_005,LS_005
cell_947_543,30.55871165001573,79.5601658151904,1757,33.5519,22.999304,0.0018042664,3.658393874113589,0,,,LS_005,LS_005
cell_489_165,30.67500817266028,79.44614681145882,3300,39.35421,316.30197,0.0016973106,3.017386397067526,0,,,LS_006,LS_006
cell_1129_234,30.510938538157426,79.46922676250534,2501,7.7888346,137.60255,-0.0036370994,12.884800934134336,0,,,LS_003,LS_003
cell_1156_196,30.503873661997403,79.4580682993129,2354,23.390913,77.09259,-0.0041625095,6.511760221934097,0,,,LS_003,LS_003
cell_1108_103,30.51586792666055,79.43029595357538,3015,44.72271,33.05583,-0.004431726,2.119406137659155,0,,,LS_004,LS_004
cell_1039_1055,30.53668033810051,79.71238460309694,3717,28.397776,92.32781,-0.0006842151,8.733475606681406,1,LS_007,2017.0,LS_007,LS_007
cell_497_169,30.672968509916693,79.44736775114308,3407,31.313627,12.932603,0.010297498,1.5591001523789425,0,,,LS_006,LS_006
cell_927_571,30.563938301395016,79.56839750806616,1512,57.30773,189.40923,0.012543307,2.633384922877822,1,LS_005,2017.0,LS_005,LS_005
cell_484_157,30.676263392963065,79.44375006443998,3337,64.37917,99.700386,-0.014103918,19.46523634931809,0,,,LS_006,LS_006
cell_1122_80,30.512191263172788,79.42353371448664,2658,21.22011,322.3524,-0.008373231,14.391671140521906,0,,,LS_004,LS_004
cell_1045_68,30.531916856992,79.4196555467125,3119,23.337015,165.25644,-0.01452824,888.3078618751043,1,LS_008,2017.0,LS_008,LS_008
cell_1061_45,30.52772615448568,79.41290099854817,3356,46.29368,170.57722,0.00052644376,1.8565807048316616,0,,,LS_008,LS_008
cell_1145_242,30.506858494012867,79.47166321805136,2362,10.26401,112.83366,0.0028438694,32.6375738574511,0,,,LS_003,LS_003
cell_1045_85,30.53197793185442,79.42469742295654,3323,28.692505,72.72826,0.00289051,1.0160052863751656,0,,,LS_008,LS_008
cell_1150_220,30.50549811557584,79.46516013714466,2370,29.83746,220.03026,0.012311217,2.3742493230044706,0,,,LS_003,LS_003
cell_1146_245,30.506612179931704,79.47255676725123,2319,31.76874,90.40635,-0.004376265,39.77970660825143,0,,,LS_003,LS_003
cell_478_150,30.677778863320512,79.44164616140415,3582,33.00588,51.03768,0.01516808,2.038144235594818,0,,,LS_006,LS_006
cell_1013_1058,30.54336511511548,79.71318646986417,3590,41.454285,91.99457,-0.0073721893,7.096245268962033,0,,,LS_007,LS_007
cell_1004_1067,30.54570238585292,79.71582593630542,3422,27.027925,92.96094,-0.0021848474,585.21839803342,0,,,LS_007,LS_007
cell_1101_78,30.51757556227183,79.42285361692475,2944,36.280987,248.9625,0.01958304,1.3388728886856698,0,,,LS_004,LS_004
cell_1083_69,30.52216448369665,79.42011001865228,2856,52.31003,209.69666,-8.493012e-06,4.067833283698103,0,,,LS_008,LS_008
cell_1069_1034,30.528915564830164,79.70625741956744,3849,47.651268,127.19101,-0.012061855,62.6886596984962,0,,,LS_007,LS_007
cell_1024_57,30.53726867605548,79.41630567913631,3312,20.438597,188.1301,-0.010218041,550.4723798259874,0,,,LS_008,LS_008
cell_1051_1038,30.53354917202028,79.70738265520147,3956,19.49829,46.00509,-0.0076743066,22.464818084134308,0,,,LS_007,LS_007
cell_535_160,30.66318065731994,79.44485091710861,4088,42.42393,91.652306,0.0021494406,2.3994612552599914,0,,,LS_006,LS_006
cell_1058_76,30.52860805165052,79.422082145688,3170,43.770405,257.55667,0.0019204597,12.216397054767162,0,,,LS_008,LS_008
cell_1044_1074,30.535452085347394,79.71803750248124,3342,25.408384,72.235146,-0.008091407,641.7536424452669,0,,,LS_007,LS_007
cell_955_564,30.556726386465733,79.56642632946067,1807,39.46901,11.070202,0.003428886,230.86876006859447,0,,,LS_005,LS_005
cell_1068_1067,30.52926917324911,79.71604215478882,3442,33.608513,134.46454,-0.0005818516,7.344354908712966,0,,,LS_007,LS_007
cell_1065_1047,30.5299808760224,79.71009976625766,3831,41.236256,137.43665,0.0029881694,2.6151649233325465,0,,,LS_007,LS_007
cell_1160_219,30.502927198440787,79.46490396483888,2078,32.628246,95.90614,-0.0035305524,4.381706460383032,1,LS_003,2014.0,LS_003,LS_003
cell_1127_113,30.511025590601324,79.4333395296125,3139,25.092106,246.8014,0.00041120828,5.214081171488632,0,,,LS_004,LS_004
cell_1019_57,30.53855235203132,79.41628484582323,3410,8.250314,271.73572,0.03398952,1.000034613057042,0,,,LS_008,LS_008
cell_486_164,30.675774819577857,79.44583745687673,3234,8.220397,19.536657,-0.01673336,18401.15686159146,0,,,LS_006,LS_006
cell_1094_63,30.519318796302425,79.41837645634207,2632,31.023355,263.29016,0.0036261945,9.506377656073312,0,,,LS_004,LS_004
cell_1047_66,30.53139618732133,79.41907070248931,3110,27.440426,141.87,-0.006842849,343.51017517373475,1,LS_008,2017.0,LS_008,LS_008
cell_514_128,30.66845794227714,79.43526056039194,3786,32.146206,92.00253,0.010678074,23.974359664535232,0,,,LS_006,LS_006
cell_527_140,30.66516329180787,79.43887822135929,3768,18.077753,336.19406,-0.009244102,63.346365200713706,0,,,LS_006,LS_006
cell_1056_90,30.52917175410316,79.42622586399797,3339,43.517986,119.0546,0.012773325,1.3024848008400272,0,,,LS_008,LS_008
cell_478_152,30.67778598904173,79.44224021823297,3554,44.790714,91.01398,0.027939856,1.017254181793035,0,,,LS_006,LS_006
cell_943_582,30.55986610979335,79.57172137503962,1610,18.269217,33.05583,-0.010168096,36.27804160580534,0,,,LS_005,LS_005
cell_965_567,30.55416865945507,79.56735407765284,1905,27.752607,307.53943,-0.0073322183,5.933277102033433,0,,,LS_005,LS_005
cell_520_167,30.667056532662723,79.44686820404567,3834,60.48039,88.57503,0.00025827036,3.0836701437634817,0,,,LS_006,LS_006
cell_470_142,30.6798041930198,79.43923690142292,3597,46.124718,15.679527,0.0056298864,2.130475648480067,0,,,LS_006,LS_006
cell_1100_92,30.51788248759364,79.42700101070115,3065,49.93724,199.63959,-0.005470599,3.396525691870768,0,,,LS_004,LS_004
cell_1036_58,30.5341914584178,79.41665226057842,3419,18.028715,93.09406,0.03010833,1.0293847895088672,0,,,LS_008,LS_008
cell_1047_68,30.531403385272903,79.4196638602687,3115,15.6192255,226.27303,1.36923445e-05,28.688129495220487,1,LS_008,2017.0,LS_008,LS_008
cell_1054_1023,30.532734640225385,79.70294355188948,4293,28.234041,105.17291,0.0024399424,2.876097254646389,0,,,LS_007,LS_007
cell_501_127,30.671791884402275,79.43490975001963,3947,53.651394,148.21053,-0.0045911176,6.551070640997629,0,,,LS_006,LS_006
cell_1056_1051,30.53230353716067,79.71125570789582,3745,32.903854,41.698135,-0.008366677,10.695838531484586,0,,,LS_007,LS_007
cell_1047_97,30.53150745227484,79.42826467205136,3125,32.029808,105.890144,0.002529202,3.3067718829960784,0,,,LS_008,LS_008
cell_1042_84,30.532744553869364,79.42438840824724,3291,38.10595,15.592812,0.006845737,1.5205277146423142,0,,,LS_008,LS_008
cell_1031_78,30.535547112967738,79.42256326263539,3334,36.4919,201.2329,0.0009650816,1.4494153551986604,0,,,LS_008,LS_008
cell_1088_303,30.521703828930622,79.48952423953766,1794,64.646255,155.14159,-0.0051069576,7.943318908328823,0,,,LS_002,LS_002
cell_926_570,30.56419179035118,79.56809703862643,1535,54.489464,195.82207,-0.0009204713,6.30449230004641,1,LS_005,2017.0,LS_005,LS_005
cell_1168_221,30.50088024075049,79.46552921405855,1965,32.81815,106.21339,-0.0047251093,12.373679570246232,0,,,LS_003,LS_003
cell_1038_1059,30.53694883094551,79.71356775110202,3650,47.31858,103.586,-0.009290906,2.836909310429213,0,,,LS_007,LS_007
cell_1007_654,30.543666363168647,79.59331992441173,1556,7.3894877,241.69925,-0.0058215996,96463.60793733776,0,,,LS_001,LS_001
cell_1046_1062,30.534903466142783,79.71448470973054,3529,21.2621,110.480354,-0.0025013,73.94483943272903,0,,,LS_007,LS_007
cell_1143_244,30.507378933984924,79.47224821257096,2345,29.546398,100.265144,-0.0058813337,19.33211608503885,0,,,LS_003,LS_003
cell_1049_35,30.53077080461225,79.40988514907865,3404,38.41184,265.5526,0.028654808,1.1620193979541529,0,,,LS_008,LS_008
cell_1036_87,30.534295732778943,79.42525330550369,3163,47.838314,98.001205,0.0018449879,3.538291311641983,0,,,LS_008,LS_008
cell_1056_44,30.529006216397946,79.41258355772143,3395,30.017702,133.76802,0.0032016288,2.895311501842336,0,,,LS_008,LS_008
cell_1099_284,30.518814194341644,79.48393346849572,1967,35.63929,49.96974,-0.00091212406,73.40675918121896,0,,,LS_002,LS_002
cell_1131_85,30.50989855601274,79.4250535741639,2780,12.832224,303.99646,0.0022853531,2.801324856909284,0,,,LS_004,LS_004
cell_1058_1045,30.53177238056796,79.70948278027663,3850,30.555262,46.808743,0.001641845,5.627278653340932,0,,,LS_007,LS_007
cell_1046_68,30.531660121137776,79.41965970351733,3118,11.326498,217.87498,-0.010779039,271.65702738124213,1,LS_008,2017.0,LS_008,LS_008
cell_1023_76,30.53759381494359,79.42193686638673,3300,33.441574,76.14858,0.019886125,1.0900004696705392,0,,,LS_008,LS_008
cell_1100_73,30.517814342574184,79.42136678057145,2836,29.70061,260.2476,0.0012679213,5.057202379933357,0,,,LS_004,LS_004
cell_538_148,30.662367752114857,79.44129947499896,4179,41.688602,302.51453,0.018332278,1.9253247570131653,0,,,LS_006,LS_006
cell_485_169,30.676049313404288,79.44731846410086,3294,33.36098,315.54053,0.0031699715,1.435066355562048,0,,,LS_006,LS_006
cell_1035_46,30.53440487934264,79.41308904617873,3538,23.182936,25.513866,0.0057568727,1.01816477185802,0,,,LS_008,LS_008
cell_1108_64,30.51572808774407,79.41873119579428,2602,35.04621,241.99083,-0.0009676776,14.785549394867909,0,,,LS_004,LS_004
cell_1038_641,30.535665232137298,79.58957866113246,2088,32.639263,25.159298,-0.005589512,5654.540816586504,0,,,LS_001,LS_001
cell_1030_72,30.53578228382696,79.42077955742457,3309,32.014565,211.79207,0.0057177325,1.4979120461078153,0,,,LS_008,LS_008
cell_1012_1074,30.54366869563785,79.71792955684434,3440,47.150345,93.50353,-0.0007910572,2.144807554139008,0,,,LS_007,LS_007
cell_1153_275,30.50491892653269,79.48148005541549,1435,60.33561,105.07914,-0.0008801705,9.547889994004162,0,,,LS_002,LS_002
cell_517_139,30.66772705161149,79.43853994043998,3555,20.912813,37.528442,-0.009631509,5928.92400132776,0,,,LS_006,LS_006
cell_1047_1077,30.53469053247973,79.71893750321426,3299,26.40067,103.29857,-0.0063134376,14.561155099588742,0,,,LS_007,LS_007
cell_1121_289,30.513183061135344,79.48550380554697,1506,42.533573,152.33089,-0.009875642,19.13469542052571,1,LS_002,2014.0,LS_002,LS_002
cell_1070_618,30.527375017686165,79.5828758163369,2441,11.711774,53.615654,-0.008491792,266.0890525033125,0,,,LS_001,LS_001
cell_1134_77,30.50909965301894,79.42269389593054,2626,42.103577,220.26906,0.00017706242,6.433002806027132,0,,,LS_004,LS_004
cell_1159_231,30.503225801502364,79.46845793141382,2057,43.285427,183.74298,0.045843586,1.0000000031067784,0,,,LS_003,LS_003
cell_1053_655,30.531858789797795,79.59378676373566,2155,43.807053,20.924498,-0.003912961,7.581248584724422,0,,,LS_001,LS_001
cell_1017_70,30.53911265404262,79.42013233923741,3354,25.171274,37.40536,0.015682537,1.00000112686681,0,,,LS_008,LS_008
cell_1106_73,30.516273922679943,79.42139167960639,2797,34.561714,251.79608,0.011126524,3.8480587557280543,0,,,LS_004,LS_004
cell_1042_1024,30.53581880684233,79.70319923477673,4280,40.06681,65.30845,0.001310375,6.303111685345546,0,,,LS_007,LS_007
cell_473_153,30.67907321528855,79.4425166435635,3446,37.212196,48.751728,-0.004170852,9.414600433243432,0,,,LS_006,LS_006
cell_896_565,30.57187801831281,79.56650026643199,2315,42.875,196.206,0.002936814,1.6000725638147175,0,,,LS_005,LS_005
cell_511_176,30.669399066797816,79.44950426863137,3593,35.524864,17.543255,-0.0020745944,4.453392171732862,0,,,LS_006,LS_006
cell_520_130,30.666924700308503,79.43587937728067,3738,47.522213,115.74071,0.0023205457,4.872144178356123,0,,,LS_006,LS_006
cell_1038_1043,30.536901869208293,79.7088216126098,3952,25.211676,75.96375,-0.00063508726,7.353047601582893,0,,,LS_007,LS_007
cell_1133_207,30.50981727405312,79.46123681489671,2569,35.23415,158.86017,0.014649632,3.3647036705327324,0,,,LS_003,LS_003
cell_1134_295,30.50986604516494,79.48733468763169,1194,41.864723,138.57634,-0.008678582,1084126.3450676545,0,,,LS_002,LS_002
cell_1019_1045,30.54178634489258,79.70935035721756,3865,34.89448,84.217606,0.0060791555,3.611645500558329,0,,,LS_007,LS_007
cell_1141_245,30.50789589630324,79.47253669826571,2335,37.28587,101.30993,0.00031479972,3.62578455292412,0,,,LS_003,LS_003
cell_1038_82,30.533764322377003,79.42377865621624,3303,13.141618,196.38954,0.020934783,1.000000258094215,0,,,LS_008,LS_008
cell_1040_1021,30.53632347939317,79.70230251876605,4338,35.743816,66.25051,0.01271502,1.7989188112700545,0,,,LS_007,LS_007
cell_1109_285,30.516250202050664,79.48426986508683,2017,20.284176,69.842384,0.013037738,1.1092412919859675,0,,,LS_002,LS_002
cell_1045_651,30.533900025305567,79.59257073083275,2070,37.588924,30.515272,0.00021919576,4.177556856904728,0,,,LS_001,LS_001
cell_1169_189,30.500511449998207,79.45604552808165,2450,33.746338,204.88037,-0.00046263638,2.1895118895648107,0,,,LS_003,LS_003
cell_1029_664,30.53804973456712,79.59636758205143,1728,23.390911,29.167608,0.0050218925,119.50588315958504,0,,,LS_001,LS_001
cell_1057_1041,30.532017389319456,79.70829291168141,3896,24.37371,78.254364,-0.0065494734,32.28546879724481,0,,,LS_007,LS_007
cell_503_165,30.671413903199635,79.44620435326917,3482,26.092354,330.44632,0.0049420404,4.5601703693899625,0,,,LS_006,LS_006
cell_1109_87,30.515553943704933,79.42555556641068,2841,44.843323,215.65533,0.0012065592,13.64090462439938,1,LS_004,2017.0,LS_004,LS_004
cell_1122_67,30.512144569201087,79.41967894385628,2588,26.251747,309.2176,0.001241145,3.006479569250702,0,,,LS_004,LS_004
cell_1109_319,30.51636710181272,79.4943523226193,1397,34.43063,332.94244,0.00432858,19.4911891969592,0,,,LS_002,LS_002
cell_497_126,30.672815234358115,79.43459617863935,4075,46.21883,98.471146,-0.0031481725,15.265678396323828,0,,,LS_006,LS_006
cell_957_558,30.55619327037057,79.56465383288894,1840,16.614557,42.61405,-0.0009283741,11.746931666984908,0,,,LS_005,LS_005
cell_909_592,30.56862822199888,79.5745605991603,1839,63.531895,107.56329,0.0043755397,4.310800626384067,0,,,LS_005,LS_005
cell_1016_1030,30.542512475929023,79.70489041467982,4123,50.288193,84.76772,-0.00016674549,4.426335219840775,0,,,LS_007,LS_007
cell_1035_1031,30.53763683810052,79.70525179666889,4118,35.595448,14.206761,-0.0014580737,26.88861023845579,0,,,LS_007,LS_007
cell_1078_78,30.52348050610631,79.42275824362503,3157,43.032066,250.20113,-0.014840882,5.9772998954644505,0,,,LS_008,LS_008
cell_892_568,30.57291482595429,79.56737533524617,2218,67.76743,93.499344,-0.0024155723,4.814380896969215,0,,,LS_005,LS_005
cell_1097_88,30.518638372954005,79.42580244019973,3135,48.231575,199.7143,0.0007704203,2.644085662691597,0,,,LS_004,LS_004
cell_1149_205,30.505702400622184,79.46070849745169,2268,25.694386,185.76263,-0.011366064,105.61778640057736,0,,,LS_003,LS_003
cell_1047_67,30.531399786634484,79.41936728135228,3111,14.29913,181.97493,-0.0070158853,839.885068603741,1,LS_008,2017.0,LS_008,LS_008
cell_531_141,30.664139927952625,79.43919171962848,3842,30.408854,354.4174,0.0030751124,12.387626399966049,0,,,LS_006,LS_006
cell_1036_1081,30.537526659853704,79.72008697480851,3253,38.03249,88.06941,0.0060555674,2.9079611118552853,0,,,LS_007,LS_007
cell_1095_265,30.519775482888846,79.47828303027963,2546,29.354948,141.3402,0.017180469,1.0000024599803383,0,,,LS_002,LS_002
cell_1063_76,30.52732437011633,79.42210289453777,3124,39.590904,242.48238,0.007923987,4.753193451503628,0,,,LS_008,LS_008
cell_488_160,30.67524713264059,79.44465759507153,3287,31.69116,81.408775,0.008033383,4.649334635083863,0,,,LS_006,LS_006
cell_1039_639,30.53540205138854,79.58898914341304,2112,22.943432,59.444035,-0.0027839711,125.13667120384524,1,LS_001,2014.0,LS_001,LS_001
cell_1065_58,30.52674612774318,79.41677302615399,3141,41.45639,138.22452,-0.008145326,12.909356380010532,0,,,LS_008,LS_008
cell_1049_67,30.53088631494616,79.41937559625327,3093,20.438597,171.8699,-0.009408309,1155.4084135238345,1,LS_008,2017.0,LS_008,LS_008
cell_1096_290,30.51960511963905,79.48570082447452,1833,47.363007,71.85812,0.015571432,26.6371147071802,0,,,LS_002,LS_002
cell_1123_107,30.512031140779715,79.43154392763796,3069,35.744827,275.9541,-0.007854326,6.315109086619598,0,,,LS_004,LS_004
cell_1043_636,30.534365386608066,79.58811415856326,2145,25.818874,86.87787,-0.00334325,896.5328033957193,0,,,LS_001,LS_001
