pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g,cwsn_sch_type,rte_25p_admission_yn,estd_year,certified_fit_india_yn,is_nsqf,prevoc_yn,stc_yn,smdc_pta_yn,smdc_pta_meeting,remedial_tch_enrol,learner_holistic_rptcard_yn,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,facility_librarian_yn,facility_land_avl_yn,facility_kitchen_garden_yn,facility_staff_qtr_yn,facility_tinkering_lab_yn,facility_boarding_pri_yn,facility_boarding_upr_yn,facility_boarding_sec_yn,facility_boarding_hsec_yn,facility_cyber_safety,facility_psycho_social,facility_enrichment_activities,safety_sdmp_plan_yn,safety_struct_safaud_yn,safety_nonstr_safaud_yn,safety_cctv_cam_yn,safety_fire_ext_yn,safety_nodal_tch_yn,safety_safty_trng_yn,safety_dismgmt_taug_yn,safety_slfdef_grt_yn,safety_slfdef_trained,safety_guide_display_yn,safety_tch_first_level_counsellor,safety_safe_sec_audit,safety_teacher_displaying_photo,safety_vidya_pravesh,safety_stu_atndnc_yn,safety_tch_atndnc_yn,safety_sch_youth_club_yn,safety_sch_eco_club_yn,safety_tch_icard_yn,safety_self_cert_obtained_yn
1723636,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Bhainti,Bhenti,Ghat,1,3,1,5,5,246435,2,2,3,0,2,4,0,0,0,0,0,2,2,9,226,1,0,0,0,0,5,2,9,9,2011,9,2,9,2,9,0,0,9,2,3,3,1,3,0,3,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,9,9,2,9,9,9,0,0,,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,1,1,2,1,1,1
8998698,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehal Chauri,Mehal Chauri,Gairsain,2,3,1,8,5,246431,2,2,3,0,2,4,19,14,0,0,0,1,1,9,226,1,7,3,0,0,0,0,9,9,1992,9,2,2,2,9,0,0,9,1,1,1,6,10,2,10,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,6,0,0,0,0,0,1,1,1,3,2,2,2,9,9,2,9,9,9,0,0,,1,1,2,1,1,1,2,1,2,0,1,2,2,1,1,1,1,1,1,1,1
8945384,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,"Gochar (NP) -Shail, Basantpur Ghali Ward No.3",,,,1,3,1,5,5,246429,2,2,3,0,2,4,0,0,0,0,0,2,1,9,0,1,11,9,0,0,2,2,9,9,1981,9,2,9,2,9,0,0,9,1,1,1,1,9,12,9,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,0,2,2,1,2,3,2,2,1,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
5185989,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Salna,Salna,Pokhari,7,3,6,10,1,246473,2,2,3,0,2,4,19,14,0,2,0,2,9,9,228,1,0,0,0,0,0,0,9,9,2014,1,2,2,2,1,3,30,1,3,5,5,1,5,1,2,3,0,2,2,1,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,6,0,0,0,0,0,1,1,2,3,2,1,1,2,2,9,9,2,9,0,0,1.0,1,1,1,2,1,1,1,1,2,23,1,1,2,1,1,2,2,1,1,1,1
3354483,UTTARAKHAND,CHAMOLI,THARALI,1,,,Bunga,Kuridhar,Sult,4,3,6,8,5,246481,2,2,3,0,2,4,19,14,0,0,0,1,9,9,227,1,0,0,0,0,0,0,9,9,1997,9,2,2,2,9,0,0,9,1,1,1,1,3,3,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,0,0,0,1,1,2,3,2,1,2,9,9,9,9,9,9,0,0,,1,2,2,1,1,1,1,1,2,0,1,2,2,1,1,1,1,2,1,2,2
6629926,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Siroli,Baskwali,Karnaprayag,1,3,1,5,1,246444,2,2,3,0,2,4,0,0,0,0,0,1,2,2,223,1,0,0,0,0,0,1,9,9,2006,1,2,9,2,2,0,4,1,4,1,1,5,2,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,4,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8836745,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Harmani,Harmani,Dasholi,10,3,9,12,4,246424,2,2,3,0,2,4,14,19,0,2,2,1,9,9,228,1,0,0,0,0,0,0,9,9,1997,1,2,9,2,1,3,70,1,1,7,6,6,7,5,2,2,3,1,1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,2,2,2,2,2,4,2,4,4,4,2,9,0,0,3,0,0,0,0,0,1,1,2,3,2,1,2,2,2,9,9,2,2,64,0,1.0,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,1,1
6313024,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Rain Laga Odar,Palwara,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,0,0,0,0,2,2,2,223,1,0,0,0,0,5,2,9,9,1974,1,2,9,2,1,3,2,1,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,5,7,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9859864,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Bara Gaon,Baragaon,Joshimath,5,3,6,12,1,246443,2,2,3,0,2,4,19,0,0,2,2,1,9,9,225,1,0,0,0,0,0,0,9,9,1978,1,2,2,2,1,3,15,1,3,6,6,7,9,10,6,3,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,3,1,1,1,1,9,1,1,2,1,1,2,2,2,4,2,4,4,2,1,1,0,0,11,0,0,0,0,0,2,1,1,3,1,2,1,2,2,9,9,2,2,156,0,1.0,1,1,2,1,1,1,1,1,1,35,1,1,2,1,1,2,2,1,1,1,1
9507709,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Bamoth,Bamoth,Pokhari,1,3,1,5,1,246429,2,2,3,0,2,4,0,0,0,0,0,1,2,1,225,1,0,0,0,0,2,2,9,9,1942,2,2,9,2,1,6,3,1,3,3,2,3,4,1,4,0,0,1,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,28,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
2677403,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Ravigram Ward No.9,,,,7,1,6,10,2,246443,2,2,1,1,2,4,19,14,0,2,0,1,9,9,0,1,0,0,0,0,0,0,9,9,1971,2,2,2,2,2,0,0,2,6,3,0,2,5,6,5,0,0,1,2,2,0,0,2,2,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,3,7,0,1,0,2,0,3,1,1,3,2,2,1,2,2,9,9,1,9,0,0,1.0,1,1,1,1,1,1,2,1,9,0,2,2,6,1,2,2,2,1,1,2,1
4876427,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Koliyana Ward No. 5,,,,5,3,6,12,1,246428,2,2,3,0,2,4,19,14,0,2,2,1,9,9,240,1,0,0,0,0,0,0,9,9,1963,1,2,2,2,1,0,0,1,3,3,2,3,16,3,9,1,6,1,2,1,2,2,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,2,4,4,4,4,2,4,4,2,2,9,0,0,14,0,0,0,1,1,2,1,1,3,2,1,1,2,1,9,9,2,2,169,0,1.0,1,1,2,1,1,1,1,1,1,35,1,1,2,1,1,2,3,1,1,1,1
4712803,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Koliyana Ward No. 5,,,,5,3,6,12,1,246428,2,2,1,10,2,19,4,14,18,1,1,1,9,9,240,1,0,0,0,0,0,0,9,9,2009,1,2,2,2,1,1,0,1,4,3,3,5,7,7,7,0,0,1,2,2,2,2,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,2,4,4,2,4,4,3,1,2,1,0,8,0,0,0,3,1,4,1,1,3,2,1,1,2,2,9,9,1,1,0,0,1.0,1,1,2,1,1,1,1,1,1,64,1,1,2,1,1,2,2,1,1,1,1
8488245,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Manoharvaag Ward No.5,,,,6,3,1,10,5,246443,2,2,3,0,2,4,19,14,18,2,0,1,1,9,227,1,2,2,0,0,0,0,9,9,1985,9,2,2,2,9,0,0,9,1,1,1,1,14,14,14,0,0,1,2,2,2,2,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,0,0,1,1,2,3,2,2,2,2,2,1,9,1,9,0,0,,1,2,2,1,1,1,2,1,2,0,2,1,6,1,2,2,2,1,1,2,2
8127154,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,"Gochar (NP) -Panaai Talli, Palsaari Ward No.4",,,,2,3,1,8,5,246429,2,2,3,0,2,4,19,14,0,0,0,1,2,9,224,1,0,0,0,0,0,0,9,9,1987,9,2,2,2,9,0,0,9,2,1,1,1,8,4,8,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,0,1,1,1,3,2,2,2,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,2,0,2,2,3,1,1,1,1,2,1,1,2
1768655,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Purna,Purna,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,0,0,0,0,0,2,2,2,220,1,0,0,0,0,2,2,9,9,1985,1,2,9,2,1,5,3,1,3,1,1,2,2,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4119608,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Sarkot,Sarkot,Gairsain,1,3,1,5,1,246428,2,2,3,0,2,4,19,14,0,0,0,1,2,2,226,1,0,1,0,0,1,0,9,9,1999,1,2,9,2,2,0,0,1,3,1,1,7,4,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,3,1,0,0,0,0,1,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,2.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5472174,UTTARAKHAND,CHAMOLI,THARALI,1,,,Alkot,Aalkot,Tharali,1,3,1,5,1,246481,2,2,3,0,2,4,19,14,0,0,0,2,2,1,225,1,0,0,0,0,0,0,9,9,1986,1,2,9,2,2,0,0,1,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,17,17,1.0,1,2,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4767357,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Tangni Talli,Tangani Talli,Joshimath,1,3,1,5,1,246472,2,2,3,0,2,4,19,14,0,0,0,1,2,1,225,1,0,0,0,0,0,0,9,9,1948,1,2,9,2,1,9,0,1,3,1,1,2,3,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,1,0,1,2,3,2,2,1,9,9,2,9,9,9,9,9,1.0,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
6630562,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Bhatiyana,Bhatiyana,Tharali,4,3,6,8,1,246453,2,2,3,0,2,4,19,0,0,0,0,2,9,9,227,1,0,0,0,0,0,0,9,9,2007,1,2,2,2,2,0,57,1,3,1,1,2,3,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,2,3,1,1,1,9,9,9,9,9,9,0,0,1.0,1,1,2,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,2
7869347,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kharsain,Kharsain,Karnaprayag,1,3,1,5,1,246429,2,2,3,0,2,4,19,14,0,0,0,2,2,1,230,1,0,0,1,0,1,1,9,9,1988,1,2,9,2,2,0,3,1,3,1,1,2,2,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,7,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9700057,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Jaiti Bhatkoti,Jaiti Bhatkoti,Karnaprayag,1,3,1,5,1,246446,2,2,3,0,2,4,19,14,0,0,0,2,2,1,230,1,0,0,0,0,0,1,9,9,1993,1,2,9,2,2,0,1,1,3,1,0,2,2,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,5,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3753644,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Bachher,Bachher,Dasholi,1,3,1,5,1,246424,2,2,3,0,2,4,19,14,0,0,0,1,2,2,224,1,0,0,0,0,0,0,9,9,1901,1,2,9,2,2,0,0,1,3,1,0,2,2,2,2,0,0,1,2,2,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,3,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3198053,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Gadi,Gadi,Dasholi,7,3,6,10,1,246424,2,2,3,0,2,4,0,0,0,2,0,1,9,9,226,1,0,0,0,0,0,0,9,9,1986,1,2,2,2,1,2,26,1,3,2,2,2,6,2,1,5,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,6,0,0,0,0,0,1,1,2,3,2,2,1,2,2,9,9,2,9,29,29,1.0,1,1,1,2,1,1,1,1,1,16,1,1,5,1,1,2,2,1,1,1,1
6253828,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Pindawali,Pindwali,Gairsain,7,3,6,10,1,246440,2,2,3,0,2,4,0,0,0,2,0,2,9,9,225,1,0,0,0,0,0,0,9,9,1986,1,2,2,2,1,5,10,1,3,5,5,3,5,3,5,0,0,1,2,2,2,2,2,2,2,2,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,2,4,3,1,1,3,2,1,1,2,2,9,9,2,9,0,0,1.0,1,1,2,1,1,1,1,1,1,27,1,1,2,1,1,2,3,1,1,1,1
1326250,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Farakande Talli,Farkande,Gairsain,7,3,6,10,1,246428,2,2,3,0,2,4,0,0,0,2,0,2,9,9,220,1,0,0,0,0,0,0,9,9,2004,1,2,2,2,1,3,0,1,3,2,2,5,6,5,6,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,1,1,1,1,1,3,2,1,1,2,2,9,9,2,9,90,0,1.0,1,1,2,1,1,1,2,1,1,50,1,1,6,1,1,2,3,1,1,1,1
2769459,UTTARAKHAND,CHAMOLI,THARALI,1,,,Kurad,Kurad,Tharali,5,3,6,12,1,246481,2,2,3,0,2,4,0,0,0,2,2,2,9,9,238,1,0,0,0,0,0,0,9,9,1978,1,2,1,2,1,6,0,1,3,7,7,2,7,7,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,4,4,4,4,4,4,4,4,4,1,1,0,0,4,0,0,0,2,1,2,1,2,3,2,1,1,2,2,9,9,2,2,68,67,1.0,1,1,1,2,1,1,1,1,1,50,1,1,3,1,1,2,2,1,1,1,1
3600749,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Neeladi,Niladi,Narayanbagar,7,3,6,10,1,246444,2,2,3,0,2,4,19,14,0,2,0,2,9,9,222,1,0,0,0,0,0,0,9,9,1988,1,2,2,2,1,5,21,1,3,1,1,5,5,3,5,0,0,2,1,1,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,1,1,2,3,2,1,1,2,2,9,9,2,9,29,0,1.0,1,1,1,2,1,1,1,1,2,0,1,1,5,1,1,2,2,1,1,1,2
4763761,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gwaldam State,Gwaldam,Tharali,5,3,6,12,1,246441,2,2,3,0,2,4,14,19,0,2,2,1,9,9,231,1,0,0,0,0,0,0,9,9,1963,1,1,1,2,1,2,12,1,3,3,3,2,10,10,10,0,0,1,3,3,3,3,0,0,0,0,2,0,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1,2,4,4,4,4,1,1,1,1,3,15,0,2,1,2,4,4,1,2,3,2,1,1,2,1,9,9,2,2,182,195,1.0,1,1,1,1,1,1,1,1,1,75,1,2,2,1,1,2,2,1,1,1,1
9989722,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Umatta,Ummtta,Karnaprayag,7,3,6,10,1,246444,2,2,3,0,2,4,19,14,0,2,0,1,9,9,225,1,0,0,0,0,0,0,9,9,1979,1,2,2,2,1,2,22,1,3,4,1,3,8,5,4,2,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,1,1,1,2,3,2,1,1,2,2,9,9,2,9,0,0,1.0,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
9485041,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Ramani,Ramani,Ghat,4,3,6,8,1,246435,2,2,3,0,2,4,19,14,0,0,0,2,9,9,228,1,0,0,0,0,0,0,9,9,2009,1,2,2,2,2,0,25,1,3,1,1,7,3,2,3,0,0,1,2,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,45,0,1.0,1,1,1,2,1,1,1,1,2,0,1,1,2,1,2,2,2,1,1,1,1
3472550,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kothiyaal Gaon Ward No.10,,,,5,3,6,12,1,246424,2,2,3,0,2,4,19,14,0,2,2,1,9,9,224,1,0,0,0,0,0,0,9,9,1975,1,1,2,2,1,2,0,1,3,13,9,5,13,13,7,3,3,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,9,1,2,9,1,2,2,2,4,4,4,4,4,2,1,1,1,0,8,0,0,1,1,1,2,1,2,1,2,1,1,2,2,9,9,2,2,0,0,1.0,1,1,1,1,1,1,1,1,1,91,1,1,1,1,1,2,2,1,1,1,1
3480391,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Chhinka,Chhinaka,Dasholi,5,3,6,12,1,246426,2,2,3,0,2,4,14,19,0,2,2,2,9,9,222,1,0,0,0,0,0,0,9,9,1961,1,2,2,2,1,4,100,1,3,2,0,7,10,10,8,2,0,1,2,1,1,1,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,2,2,2,4,4,2,4,4,2,1,1,0,0,12,0,0,0,2,1,3,1,2,3,2,1,1,2,1,9,9,2,2,0,0,1.0,1,1,1,1,1,1,1,1,1,70,1,1,2,1,1,2,2,1,1,1,1
8352916,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Shrigadh,Srigarh,Pokhari,1,3,1,5,1,246473,2,2,3,0,2,4,19,14,0,0,0,2,2,1,221,1,0,0,0,0,1,2,9,9,1942,1,2,9,2,1,12,5,1,3,1,1,7,2,3,2,0,0,1,2,2,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,1,2,3,2,1,1,9,9,2,9,9,9,31,33,1.0,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
9145173,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Uttaraun,Uttraon,Karnaprayag,1,3,1,5,5,246444,2,2,2,3,2,4,0,0,0,0,0,1,1,9,0,1,7,5,0,0,0,0,9,9,2015,9,2,9,2,9,0,0,9,1,1,1,1,6,5,6,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,1,1,2,3,2,2,2,9,9,1,9,9,9,0,0,,1,1,1,1,1,1,1,2,9,0,1,2,1,1,1,2,2,2,1,1,1
2249495,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Deosari,Devsari,Dewal,1,3,1,5,1,246441,2,2,3,0,2,4,19,0,0,0,0,2,2,2,50,1,0,0,0,0,1,1,9,9,1942,1,2,9,2,2,0,0,1,3,1,1,2,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,2,2,2,1,2,2,1,1,1,2
