source_settlement_id,source_settlement,source_population,source_district,recommendation_rank,site_id,site_name,site_village,site_district,ai_relocation_score,safe_site_score,site_capacity,distance_km,distance_score,accessibility_score,infrastructure_score,remaining_capacity,recommendation_status,reason
SETTLEMENT_40862,Khancha malla,14,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.557,66.72,62.0,1.766,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40862,Khancha malla,14,57,5,6188919,Educational Facility,Pandukaswar,CHAMOLI,65.082,63.47,62.0,11.651,55.662,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40863,Merag,531,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,75.526,71.23,100.0,12.557,49.623,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40863,Merag,531,57,2,9122080,Educational Facility,Raigari,CHAMOLI,73.807,69.86,75.0,5.808,94.611,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40863,Merag,531,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.441,63.61,75.0,0.863,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40863,Merag,531,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.561,66.72,62.0,0.863,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40863,Merag,531,57,5,9156747,Educational Facility,Langsi,CHAMOLI,65.093,63.47,62.0,11.86,54.267,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40864,Bara gaon,933,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.384,69.86,75.0,4.967,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40864,Bara gaon,933,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,73.633,71.23,100.0,13.416,43.893,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40864,Bara gaon,933,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.427,63.61,75.0,0.0,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40864,Bara gaon,933,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.561,66.72,62.0,0.0,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40864,Bara gaon,933,57,5,9156747,Educational Facility,Langsi,CHAMOLI,64.899,63.47,62.0,12.01,53.269,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40865,Payya chormi,158,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.427,69.86,75.0,4.414,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40865,Payya chormi,158,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,73.262,71.23,100.0,14.132,39.12,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40865,Payya chormi,158,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.444,63.61,75.0,0.92,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40865,Payya chormi,158,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.563,66.72,62.0,0.92,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40865,Payya chormi,158,57,5,4270841,Educational Facility,Subhai,CHAMOLI,65.326,67.74,50.0,7.789,81.407,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40866,Dhak,497,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.453,69.86,75.0,2.346,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40866,Dhak,497,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,71.099,71.23,100.0,16.123,25.849,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40866,Dhak,497,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.44,63.61,75.0,2.707,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40866,Dhak,497,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.562,66.72,62.0,2.707,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40866,Dhak,497,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.226,67.74,50.0,6.653,88.982,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40867,Kundikhola,212,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.444,69.86,75.0,2.435,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40867,Kundikhola,212,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,71.077,71.23,100.0,15.977,26.818,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40867,Kundikhola,212,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.443,63.61,75.0,2.563,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40867,Kundikhola,212,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.563,66.72,62.0,2.563,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40867,Kundikhola,212,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.087,67.74,50.0,6.873,87.511,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40868,Tugasi,271,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.476,69.86,75.0,1.426,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40868,Tugasi,271,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.439,63.61,75.0,4.345,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40868,Tugasi,271,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.376,71.23,100.0,17.464,16.908,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40868,Tugasi,271,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.556,66.72,62.0,4.345,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40868,Tugasi,271,57,5,9156747,Educational Facility,Langsi,CHAMOLI,65.506,63.47,62.0,11.456,56.957,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40869,Raigari,114,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.434,69.86,75.0,0.0,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40869,Raigari,114,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.427,63.61,75.0,4.967,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40869,Raigari,114,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.227,71.23,100.0,18.342,11.054,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40869,Raigari,114,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.546,66.72,62.0,4.967,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40869,Raigari,114,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.466,67.74,50.0,6.213,91.913,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40870,Karchi,386,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.442,69.86,75.0,0.716,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40870,Karchi,386,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.439,63.61,75.0,4.312,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40870,Karchi,386,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.397,71.23,100.0,17.654,15.639,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40870,Karchi,386,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.557,66.72,62.0,4.312,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40870,Karchi,386,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.256,67.74,50.0,6.639,89.076,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40871,Bilagar,114,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.437,69.86,75.0,2.118,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40871,Bilagar,114,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.44,63.61,75.0,3.412,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40871,Bilagar,114,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.269,71.23,100.0,16.773,21.513,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40871,Bilagar,114,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.562,66.72,62.0,3.412,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40871,Bilagar,114,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.848,67.74,50.0,5.766,94.893,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40872,Chamtoli,144,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.44,69.86,75.0,2.533,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40872,Chamtoli,144,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.442,63.61,75.0,2.821,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40872,Chamtoli,144,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.436,71.23,100.0,16.185,25.432,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40872,Chamtoli,144,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.563,66.72,62.0,2.821,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40872,Chamtoli,144,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.513,67.74,50.0,6.224,91.839,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40873,Topovan,1254,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.382,71.23,100.0,18.279,11.474,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40873,Topovan,1254,57,2,4283719,Educational Facility,Urgam,CHAMOLI,69.276,53.86,125.0,6.043,93.044,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40873,Topovan,1254,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,68.939,69.24,50.0,2.567,100.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40873,Topovan,1254,57,4,9156747,Educational Facility,Langsi,CHAMOLI,68.762,63.47,62.0,1.678,100.0,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40873,Topovan,1254,57,5,9122080,Educational Facility,Raigari,CHAMOLI,68.455,69.86,75.0,14.226,38.491,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40874,Gahar,59,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.423,69.86,75.0,2.881,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40874,Gahar,59,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.479,71.23,100.0,16.426,23.824,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40874,Gahar,59,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.441,63.61,75.0,3.256,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40874,Gahar,59,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.562,66.72,62.0,3.256,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40874,Gahar,59,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.953,67.74,50.0,5.542,96.386,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40875,Bhangyul,284,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.416,69.86,75.0,2.769,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40875,Bhangyul,284,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.44,63.61,75.0,4.168,100.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40875,Bhangyul,284,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.376,71.23,100.0,17.276,18.158,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40875,Bhangyul,284,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.561,66.72,62.0,4.168,100.0,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40875,Bhangyul,284,57,5,4270841,Educational Facility,Subhai,CHAMOLI,67.258,67.74,50.0,4.669,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40876,Karachhon,506,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.438,69.86,75.0,0.692,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40876,Karachhon,506,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.384,71.23,100.0,18.592,9.385,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40876,Karachhon,506,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.365,63.61,75.0,5.177,98.821,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40876,Karachhon,506,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.483,66.72,62.0,5.177,98.821,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40876,Karachhon,506,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.973,67.74,50.0,5.521,96.525,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40878,Juwagwar,70,57,1,9122080,Educational Facility,Raigari,CHAMOLI,73.559,69.86,75.0,6.206,91.958,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40878,Juwagwar,70,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.251,71.23,100.0,19.704,1.975,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40878,Juwagwar,70,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,67.772,63.61,75.0,7.748,81.679,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40878,Juwagwar,70,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,67.46,66.72,62.0,7.748,81.679,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40878,Juwagwar,70,57,5,4270841,Educational Facility,Subhai,CHAMOLI,67.341,67.74,50.0,1.582,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40879,Jugaju chak lata,42,57,1,9122080,Educational Facility,Raigari,CHAMOLI,72.599,69.86,75.0,7.739,81.739,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40879,Jugaju chak lata,42,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.247,71.23,100.0,20.993,0.0,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40879,Jugaju chak lata,42,57,3,4270841,Educational Facility,Subhai,CHAMOLI,67.342,67.74,50.0,1.873,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40879,Jugaju chak lata,42,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,67.196,63.61,75.0,9.392,70.72,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40879,Jugaju chak lata,42,57,5,3856092,Educational Facility,Bara Gaon,CHAMOLI,66.735,66.72,62.0,9.392,70.72,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40880,Lata,359,57,1,9122080,Educational Facility,Raigari,CHAMOLI,71.347,69.86,75.0,9.356,70.961,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40880,Lata,359,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.331,71.23,100.0,21.488,0.0,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40880,Lata,359,57,3,4270841,Educational Facility,Subhai,CHAMOLI,67.337,67.74,50.0,3.504,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40880,Lata,359,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,66.632,63.61,75.0,10.596,62.695,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40880,Lata,359,57,5,3856092,Educational Facility,Bara Gaon,CHAMOLI,66.253,66.72,62.0,10.596,62.695,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40881,Raini Chak Lata,171,57,1,9122080,Educational Facility,Raigari,CHAMOLI,72.46,69.86,75.0,8.019,79.875,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40881,Raini Chak Lata,171,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.317,71.23,100.0,21.361,0.0,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40881,Raini Chak Lata,171,57,3,4270841,Educational Facility,Subhai,CHAMOLI,67.343,67.74,50.0,2.006,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40881,Raini Chak Lata,171,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,67.047,63.61,75.0,9.766,68.227,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40881,Raini Chak Lata,171,57,5,3856092,Educational Facility,Bara Gaon,CHAMOLI,66.625,66.72,62.0,9.766,68.227,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40882,Pang Chak Lata,147,57,0,,,,,,,,,,,,,UNRESOLVED,SOURCE_COORDINATES_UNAVAILABLE
SETTLEMENT_40883,Morana Chak Subhai,27,57,1,9122080,Educational Facility,Raigari,CHAMOLI,71.634,69.86,75.0,8.831,74.46,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40883,Morana Chak Subhai,27,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.216,71.23,100.0,23.529,0.0,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40883,Morana Chak Subhai,27,57,3,4270841,Educational Facility,Subhai,CHAMOLI,67.337,67.74,50.0,2.79,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40883,Morana Chak Subhai,27,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,65.945,63.61,75.0,11.466,56.896,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40883,Morana Chak Subhai,27,57,5,1594739,Educational Facility,Raini Chak Lata,CHAMOLI,65.746,63.74,50.0,2.282,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40884,Subhai,670,57,1,9122080,Educational Facility,Raigari,CHAMOLI,73.532,69.86,75.0,6.213,91.913,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40884,Subhai,670,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.347,71.23,100.0,21.104,0.0,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40884,Subhai,670,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,67.583,63.61,75.0,8.706,75.295,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40884,Subhai,670,57,4,4270841,Educational Facility,Subhai,CHAMOLI,67.342,67.74,50.0,0.0,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40884,Subhai,670,57,5,3856092,Educational Facility,Bara Gaon,CHAMOLI,67.139,66.72,62.0,8.706,75.295,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40885,Raini Chak Subhai,304,57,1,9122080,Educational Facility,Raigari,CHAMOLI,72.626,69.86,75.0,7.661,82.258,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40885,Raini Chak Subhai,304,57,2,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.322,71.23,100.0,21.333,0.0,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40885,Raini Chak Subhai,304,57,3,4270841,Educational Facility,Subhai,CHAMOLI,67.344,67.74,50.0,1.601,100.0,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40885,Raini Chak Subhai,304,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,67.306,63.61,75.0,9.559,69.606,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40885,Raini Chak Subhai,304,57,5,3856092,Educational Facility,Bara Gaon,CHAMOLI,66.791,66.72,62.0,9.559,69.606,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40886,Ringi,322,57,1,9122080,Educational Facility,Raigari,CHAMOLI,74.433,69.86,75.0,0.664,100.0,100.0,90.0,75.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40886,Ringi,322,57,2,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.369,63.61,75.0,5.129,99.137,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40886,Ringi,322,57,3,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.363,71.23,100.0,18.544,9.704,100.0,85.0,100.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40886,Ringi,322,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.483,66.72,62.0,5.129,99.137,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40886,Ringi,322,57,5,4270841,Educational Facility,Subhai,CHAMOLI,66.965,67.74,50.0,5.549,96.337,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40887,Bampa,226,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.714,71.23,100.0,29.544,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40887,Bampa,226,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.38,69.86,75.0,36.167,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40887,Bampa,226,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.147,69.24,50.0,47.607,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40887,Bampa,226,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.385,63.61,75.0,33.062,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40887,Bampa,226,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.265,53.86,125.0,42.266,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40888,Gamsali,451,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.743,71.23,100.0,29.837,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40888,Gamsali,451,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.391,69.86,75.0,37.108,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40888,Gamsali,451,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.166,69.24,50.0,48.256,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40888,Gamsali,451,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.356,63.61,75.0,33.882,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40888,Gamsali,451,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.241,53.86,125.0,42.734,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40889,Niti,55,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.573,71.23,100.0,32.239,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40889,Niti,55,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.326,69.86,75.0,39.905,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40889,Niti,55,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.136,69.24,50.0,50.933,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40889,Niti,55,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.433,63.61,75.0,36.65,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40889,Niti,55,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.321,53.86,125.0,45.282,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40890,Gurguti,295,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.714,71.23,100.0,29.502,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40890,Gurguti,295,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.38,69.86,75.0,34.119,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40890,Gurguti,295,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.137,69.24,50.0,46.41,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40890,Gurguti,295,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.41,63.61,75.0,31.419,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40890,Gurguti,295,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.283,53.86,125.0,41.621,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
